"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"611",2013,8,10,714,720,-6,948,1025,-37,"AS",15,"N403AS","EWR","SEA",313,2402,7,20,2013-08-10 07:00:00
"612",2013,8,10,1817,1825,-8,2054,2147,-53,"AS",7,"N402AS","EWR","SEA",318,2402,18,25,2013-08-10 18:00:00
"613",2013,8,11,716,720,-4,948,1025,-37,"AS",15,"N423AS","EWR","SEA",312,2402,7,20,2013-08-11 07:00:00
"614",2013,8,11,1822,1825,-3,2126,2147,-21,"AS",7,"N413AS","EWR","SEA",317,2402,18,25,2013-08-11 18:00:00
"615",2013,8,12,722,720,2,1003,1025,-22,"AS",15,"N408AS","EWR","SEA",320,2402,7,20,2013-08-12 07:00:00
"616",2013,8,12,1815,1825,-10,2101,2147,-46,"AS",7,"N423AS","EWR","SEA",317,2402,18,25,2013-08-12 18:00:00
"617",2013,8,13,718,720,-2,951,1025,-34,"AS",15,"N419AS","EWR","SEA",315,2402,7,20,2013-08-13 07:00:00
"618",2013,8,13,1946,1825,81,2253,2147,66,"AS",7,"N407AS","EWR","SEA",321,2402,18,25,2013-08-13 18:00:00
"619",2013,8,14,714,720,-6,1003,1025,-22,"AS",15,"N413AS","EWR","SEA",316,2402,7,20,2013-08-14 07:00:00
"620",2013,8,14,1836,1825,11,2128,2147,-19,"AS",7,"N407AS","EWR","SEA",310,2402,18,25,2013-08-14 18:00:00
"621",2013,8,15,713,720,-7,944,1025,-41,"AS",15,"N402AS","EWR","SEA",306,2402,7,20,2013-08-15 07:00:00
"622",2013,8,15,1822,1825,-3,2107,2147,-40,"AS",7,"N408AS","EWR","SEA",309,2402,18,25,2013-08-15 18:00:00
"623",2013,8,16,718,720,-2,949,1025,-36,"AS",15,"N409AS","EWR","SEA",310,2402,7,20,2013-08-16 07:00:00
"624",2013,8,16,1822,1825,-3,2100,2147,-47,"AS",7,"N413AS","EWR","SEA",301,2402,18,25,2013-08-16 18:00:00
"625",2013,8,17,714,720,-6,942,1025,-43,"AS",15,"N403AS","EWR","SEA",308,2402,7,20,2013-08-17 07:00:00
"626",2013,8,17,1820,1825,-5,2052,2147,-55,"AS",7,"N419AS","EWR","SEA",309,2402,18,25,2013-08-17 18:00:00
"627",2013,8,18,717,720,-3,950,1025,-35,"AS",15,"N409AS","EWR","SEA",311,2402,7,20,2013-08-18 07:00:00
"628",2013,8,18,1817,1825,-8,2122,2147,-25,"AS",7,"N419AS","EWR","SEA",324,2402,18,25,2013-08-18 18:00:00
"629",2013,8,19,728,720,8,953,1025,-32,"AS",15,"N408AS","EWR","SEA",309,2402,7,20,2013-08-19 07:00:00
"630",2013,8,19,1823,1825,-2,2105,2147,-42,"AS",7,"N409AS","EWR","SEA",308,2402,18,25,2013-08-19 18:00:00
"631",2013,8,20,716,720,-4,938,1025,-47,"AS",15,"N419AS","EWR","SEA",304,2402,7,20,2013-08-20 07:00:00
"632",2013,8,20,1829,1825,4,2127,2147,-20,"AS",7,"N409AS","EWR","SEA",322,2402,18,25,2013-08-20 18:00:00
"633",2013,8,21,720,720,0,1013,1025,-12,"AS",15,"N413AS","EWR","SEA",318,2402,7,20,2013-08-21 07:00:00
"634",2013,8,21,1814,1825,-11,2115,2147,-32,"AS",7,"N407AS","EWR","SEA",317,2402,18,25,2013-08-21 18:00:00
"635",2013,8,22,716,720,-4,1042,1025,17,"AS",15,"N409AS","EWR","SEA",344,2402,7,20,2013-08-22 07:00:00
"636",2013,8,22,1839,1825,14,2147,2147,0,"AS",7,"N590AS","EWR","SEA",331,2402,18,25,2013-08-22 18:00:00
"637",2013,8,23,717,720,-3,956,1025,-29,"AS",15,"N402AS","EWR","SEA",323,2402,7,20,2013-08-23 07:00:00
"638",2013,8,23,1820,1825,-5,2137,2147,-10,"AS",7,"N419AS","EWR","SEA",321,2402,18,25,2013-08-23 18:00:00
"639",2013,8,24,714,720,-6,939,1025,-46,"AS",15,"N408AS","EWR","SEA",308,2402,7,20,2013-08-24 07:00:00
"640",2013,8,24,1813,1825,-12,2045,2147,-62,"AS",7,"N402AS","EWR","SEA",310,2402,18,25,2013-08-24 18:00:00
"641",2013,8,25,716,720,-4,939,1025,-46,"AS",15,"N419AS","EWR","SEA",310,2402,7,20,2013-08-25 07:00:00
"642",2013,8,25,1840,1835,5,2134,2158,-24,"AS",5,"N402AS","EWR","SEA",316,2402,18,35,2013-08-25 18:00:00
"643",2013,8,26,716,720,-4,952,1025,-33,"AS",15,"N423AS","EWR","SEA",313,2402,7,20,2013-08-26 07:00:00
"644",2013,8,26,1851,1835,16,2154,2158,-4,"AS",5,"N402AS","EWR","SEA",321,2402,18,35,2013-08-26 18:00:00
"645",2013,8,27,715,720,-5,951,1025,-34,"AS",15,"N403AS","EWR","SEA",317,2402,7,20,2013-08-27 07:00:00
"646",2013,8,27,1826,1835,-9,2131,2158,-27,"AS",5,"N419AS","EWR","SEA",317,2402,18,35,2013-08-27 18:00:00
"647",2013,8,28,711,720,-9,938,1025,-47,"AS",15,"N409AS","EWR","SEA",310,2402,7,20,2013-08-28 07:00:00
"648",2013,8,28,1839,1835,4,2141,2158,-17,"AS",5,"N408AS","EWR","SEA",314,2402,18,35,2013-08-28 18:00:00
"649",2013,8,29,722,720,2,948,1025,-37,"AS",15,"N423AS","EWR","SEA",311,2402,7,20,2013-08-29 07:00:00
"650",2013,8,29,1823,1835,-12,2122,2158,-36,"AS",5,"N413AS","EWR","SEA",314,2402,18,35,2013-08-29 18:00:00
"651",2013,8,30,721,720,1,1003,1025,-22,"AS",15,"N409AS","EWR","SEA",321,2402,7,20,2013-08-30 07:00:00
"652",2013,8,30,1829,1835,-6,2120,2158,-38,"AS",5,"N413AS","EWR","SEA",317,2402,18,35,2013-08-30 18:00:00
"653",2013,8,31,713,720,-7,943,1025,-42,"AS",15,"N402AS","EWR","SEA",315,2402,7,20,2013-08-31 07:00:00
"654",2013,8,31,1818,1835,-17,2116,2158,-42,"AS",5,"N419AS","EWR","SEA",316,2402,18,35,2013-08-31 18:00:00
"655",2013,9,1,714,720,-6,955,1025,-30,"AS",15,"N309AS","EWR","SEA",325,2402,7,20,2013-09-01 07:00:00
"656",2013,9,1,1831,1835,-4,2137,2158,-21,"AS",5,"N402AS","EWR","SEA",328,2402,18,35,2013-09-01 18:00:00
"657",2013,9,2,715,720,-5,952,1025,-33,"AS",15,"N403AS","EWR","SEA",322,2402,7,20,2013-09-02 07:00:00
"658",2013,9,2,1837,1835,2,2119,2158,-39,"AS",5,"N407AS","EWR","SEA",322,2402,18,35,2013-09-02 18:00:00
"659",2013,9,3,714,720,-6,1000,1025,-25,"AS",15,"N423AS","EWR","SEA",321,2402,7,20,2013-09-03 07:00:00
"660",2013,9,3,1829,1835,-6,2120,2158,-38,"AS",5,"N419AS","EWR","SEA",323,2402,18,35,2013-09-03 18:00:00
"661",2013,9,4,717,720,-3,947,1025,-38,"AS",15,"N530AS","EWR","SEA",316,2402,7,20,2013-09-04 07:00:00
"662",2013,9,4,1826,1835,-9,2051,2158,-67,"AS",5,"N403AS","EWR","SEA",308,2402,18,35,2013-09-04 18:00:00
"663",2013,9,5,715,720,-5,948,1025,-37,"AS",15,"N409AS","EWR","SEA",317,2402,7,20,2013-09-05 07:00:00
"664",2013,9,5,1827,1835,-8,2113,2158,-45,"AS",5,"N403AS","EWR","SEA",311,2402,18,35,2013-09-05 18:00:00
"665",2013,9,6,714,720,-6,934,1025,-51,"AS",15,"N585AS","EWR","SEA",303,2402,7,20,2013-09-06 07:00:00
"666",2013,9,6,1824,1835,-11,2123,2158,-35,"AS",5,"N523AS","EWR","SEA",313,2402,18,35,2013-09-06 18:00:00
"667",2013,9,7,712,720,-8,937,1025,-48,"AS",15,"N546AS","EWR","SEA",310,2402,7,20,2013-09-07 07:00:00
"668",2013,9,7,1822,1835,-13,2103,2158,-55,"AS",5,"N526AS","EWR","SEA",320,2402,18,35,2013-09-07 18:00:00
"669",2013,9,8,713,720,-7,954,1025,-31,"AS",15,"N508AS","EWR","SEA",322,2402,7,20,2013-09-08 07:00:00
"670",2013,9,8,1830,1835,-5,2136,2158,-22,"AS",5,"N527AS","EWR","SEA",324,2402,18,35,2013-09-08 18:00:00
"671",2013,9,9,721,720,1,956,1025,-29,"AS",15,"N551AS","EWR","SEA",314,2402,7,20,2013-09-09 07:00:00
"672",2013,9,9,1826,1835,-9,2111,2158,-47,"AS",5,"N581AS","EWR","SEA",317,2402,18,35,2013-09-09 18:00:00
"673",2013,9,10,717,720,-3,941,1025,-44,"AS",15,"N532AS","EWR","SEA",307,2402,7,20,2013-09-10 07:00:00
"674",2013,9,10,1827,1835,-8,2142,2158,-16,"AS",5,"N559AS","EWR","SEA",316,2402,18,35,2013-09-10 18:00:00
"675",2013,9,11,709,720,-11,941,1025,-44,"AS",15,"N590AS","EWR","SEA",318,2402,7,20,2013-09-11 07:00:00
"676",2013,9,11,1830,1835,-5,2234,2158,36,"AS",5,"N508AS","EWR","SEA",327,2402,18,35,2013-09-11 18:00:00
"677",2013,9,12,714,720,-6,946,1025,-39,"AS",15,"N597AS","EWR","SEA",314,2402,7,20,2013-09-12 07:00:00
"678",2013,9,12,1917,1835,42,2210,2158,12,"AS",5,"N558AS","EWR","SEA",308,2402,18,35,2013-09-12 18:00:00
"679",2013,9,13,713,720,-7,936,1025,-49,"AS",15,"N593AS","EWR","SEA",303,2402,7,20,2013-09-13 07:00:00
"680",2013,9,13,1825,1835,-10,2111,2158,-47,"AS",5,"N594AS","EWR","SEA",297,2402,18,35,2013-09-13 18:00:00
"681",2013,9,14,712,720,-8,932,1025,-53,"AS",15,"N560AS","EWR","SEA",304,2402,7,20,2013-09-14 07:00:00
"682",2013,9,14,1829,1835,-6,2059,2158,-59,"AS",5,"N512AS","EWR","SEA",309,2402,18,35,2013-09-14 18:00:00
"683",2013,9,15,721,720,1,950,1025,-35,"AS",15,"N570AS","EWR","SEA",309,2402,7,20,2013-09-15 07:00:00
"684",2013,9,15,1826,1835,-9,2107,2158,-51,"AS",5,"N556AS","EWR","SEA",313,2402,18,35,2013-09-15 18:00:00
"685",2013,9,16,712,720,-8,945,1025,-40,"AS",15,"N537AS","EWR","SEA",314,2402,7,20,2013-09-16 07:00:00
"686",2013,9,16,1831,1835,-4,2128,2158,-30,"AS",5,"N592AS","EWR","SEA",306,2402,18,35,2013-09-16 18:00:00
"687",2013,9,17,720,720,0,952,1025,-33,"AS",15,"N535AS","EWR","SEA",311,2402,7,20,2013-09-17 07:00:00
"688",2013,9,17,1835,1835,0,2108,2158,-50,"AS",5,"N409AS","EWR","SEA",299,2402,18,35,2013-09-17 18:00:00
"689",2013,9,18,718,720,-2,941,1025,-44,"AS",15,"N558AS","EWR","SEA",305,2402,7,20,2013-09-18 07:00:00
"690",2013,9,18,1830,1835,-5,2116,2158,-42,"AS",5,"N523AS","EWR","SEA",306,2402,18,35,2013-09-18 18:00:00
"691",2013,9,19,715,720,-5,953,1025,-32,"AS",15,"N534AS","EWR","SEA",316,2402,7,20,2013-09-19 07:00:00
"692",2013,9,19,1825,1835,-10,2143,2158,-15,"AS",5,"N516AS","EWR","SEA",326,2402,18,35,2013-09-19 18:00:00
"693",2013,9,20,717,720,-3,950,1025,-35,"AS",15,"N551AS","EWR","SEA",310,2402,7,20,2013-09-20 07:00:00
"694",2013,9,20,1831,1835,-4,2119,2158,-39,"AS",5,"N407AS","EWR","SEA",306,2402,18,35,2013-09-20 18:00:00
"695",2013,9,21,714,720,-6,945,1025,-40,"AS",15,"N596AS","EWR","SEA",313,2402,7,20,2013-09-21 07:00:00
"696",2013,9,21,1820,1835,-15,2057,2158,-61,"AS",5,"N552AS","EWR","SEA",312,2402,18,35,2013-09-21 18:00:00
"697",2013,9,22,715,720,-5,956,1025,-29,"AS",15,"N581AS","EWR","SEA",324,2402,7,20,2013-09-22 07:00:00
"698",2013,9,22,1834,1835,-1,2119,2158,-39,"AS",5,"N519AS","EWR","SEA",314,2402,18,35,2013-09-22 18:00:00
"699",2013,9,23,712,720,-8,946,1025,-39,"AS",15,"N549AS","EWR","SEA",309,2402,7,20,2013-09-23 07:00:00
"700",2013,9,23,1822,1835,-13,2101,2158,-57,"AS",5,"N594AS","EWR","SEA",306,2402,18,35,2013-09-23 18:00:00
"701",2013,9,24,712,720,-8,958,1025,-27,"AS",15,"N566AS","EWR","SEA",317,2402,7,20,2013-09-24 07:00:00
"702",2013,9,24,1825,1835,-10,2054,2158,-64,"AS",5,"N408AS","EWR","SEA",305,2402,18,35,2013-09-24 18:00:00
"703",2013,9,25,714,720,-6,954,1025,-31,"AS",15,"N538AS","EWR","SEA",318,2402,7,20,2013-09-25 07:00:00
"704",2013,9,25,1828,1835,-7,2058,2158,-60,"AS",5,"N530AS","EWR","SEA",295,2402,18,35,2013-09-25 18:00:00
"705",2013,9,26,715,720,-5,943,1025,-42,"AS",15,"N581AS","EWR","SEA",306,2402,7,20,2013-09-26 07:00:00
"706",2013,9,26,1832,1835,-3,2118,2158,-40,"AS",5,"N409AS","EWR","SEA",305,2402,18,35,2013-09-26 18:00:00
"707",2013,9,27,738,720,18,1008,1025,-17,"AS",15,"N559AS","EWR","SEA",306,2402,7,20,2013-09-27 07:00:00
"708",2013,9,27,1827,1835,-8,2145,2158,-13,"AS",5,"N519AS","EWR","SEA",313,2402,18,35,2013-09-27 18:00:00
"709",2013,9,28,712,720,-8,955,1025,-30,"AS",15,"N557AS","EWR","SEA",323,2402,7,20,2013-09-28 07:00:00
"710",2013,9,28,1818,1835,-17,2053,2158,-65,"AS",5,"N519AS","EWR","SEA",319,2402,18,35,2013-09-28 18:00:00
"711",2013,9,29,728,720,8,1026,1030,-4,"AS",15,"N530AS","EWR","SEA",330,2402,7,20,2013-09-29 07:00:00
"712",2013,9,29,1821,1835,-14,2149,2148,1,"AS",5,"N532AS","EWR","SEA",345,2402,18,35,2013-09-29 18:00:00
"713",2013,9,30,742,720,22,1028,1030,-2,"AS",15,"N524AS","EWR","SEA",329,2402,7,20,2013-09-30 07:00:00
"714",2013,9,30,1829,1835,-6,2153,2148,5,"AS",5,"N528AS","EWR","SEA",341,2402,18,35,2013-09-30 18:00:00
